model_id,rank_values,rank,state
30,1.3333333333333333,1.0,PR
21,0.75,4.0,PR
25,0.8333333333333333,3.0,PR
22,1.25,2.0,PR
29,0.4,5.0,PR
28,0.3333333333333333,6.0,PR
27,0.2857142857142857,7.0,PR
