model_id,rank_values,rank,state
21,1.25,2.0,CE
30,1.5,1.0,CE
22,0.6666666666666666,4.0,CE
25,0.75,3.0,CE
29,0.3666666666666667,5.0,CE
27,0.30952380952380953,7.0,CE
28,0.34285714285714286,6.0,CE
